ProductID,ProductName,Category,Country,Revenue,Quantity,Price,DateSold,CustomerName,Description,Rating,Discount,IsActive,Notes
151,Speaker,Electronics,Canada,,50,954.55,14/09/2021,Customer 151 - Regular,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",2.2,15,FALSE,Note with numbers 123 and text
152,Headphones,Electronics,Australia,1235.83,61,143.65,03/12/2020,Customer 152 - New,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",1.4,0,FALSE,Note with numbers 123 and text
153,Keyboard,Imaging,Australia,767.23,51,488.92,27/11/2020,Customer 153 - VIP,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",3.6,0,FALSE,Special chars !@#
154,Mouse,Office,UK,2472.79,19,277.21,22/10/2021,Customer 154 - New,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",4.1,5,TRUE,Another note: value=45.67
155,Smartphone,Imaging,Australia,4928.97,21,544.44,23/12/2023,Customer 155 - Regular,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",4.7,15,FALSE,Special chars !@#
156,Tablet,Office,France,1248.17,5,170.39,06/04/2021,Customer 156 - Regular,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",2.8,0,FALSE,Another note: value=45.67
157,Monitor,Electronics,France,3377.07,82,843.11,09/12/2021,Customer 157 - New,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",4.6,10,TRUE,Empty note
158,Mouse,Audio,UK,3820.02,92,847.94,28/11/2022,Customer 158 - VIP,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",4.5,15,TRUE,Empty note
159,Tablet,Electronics,Brazil,1226.31,42,955.68,04/08/2021,Customer 159 - VIP,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",2.3,10,TRUE,Empty note
160,Tablet,Electronics,Canada,3654.67,61,163.13,28/09/2024,Customer 160 - VIP,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",4.5,10,TRUE,Empty note
161,Laptop,Office,France,,22,627.1,10/06/2020,Customer 161 - Regular,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",2.5,0,FALSE,Another note: value=45.67
162,Headphones,Accessories,UK,3179.91,21,479.49,28/05/2021,Customer 162 - VIP,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",2.2,15,FALSE,Empty note
163,Tablet,Imaging,Australia,3185.97,70,350.94,06/02/2021,Customer 163 - Regular,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",3.6,20,FALSE,Note with numbers 123 and text
164,Speaker,Electronics,France,2702.08,1,358.02,24/07/2023,Customer 164 - New,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",2.3,0,FALSE,Empty note
165,Camera,Audio,Australia,496.93,5,418.67,02/02/2023,Customer 165 - New,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",3.5,0,TRUE,Note with numbers 123 and text
166,Laptop,Audio,USA,4184.75,12,707.88,16/07/2021,Customer 166 - Regular,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",3.4,15,TRUE,Another note: value=45.67
167,Tablet,Audio,Germany,1637.86,90,602.3,13/09/2020,Customer 167 - Regular,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",3.3,15,FALSE,Special chars !@#
168,Headphones,Accessories,Japan,973.27,46,465.08,04/07/2023,Customer 168 - New,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",2.5,10,TRUE,Special chars !@#
169,Tablet,Office,USA,251.84,34,85.17,12/09/2021,Customer 169 - New,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",3.2,15,FALSE,Another note: value=45.67
170,Smartphone,Office,Germany,2974.92,49,86.99,12/06/2023,Customer 170 - Regular,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",3.4,10,TRUE,Special chars !@#
171,Speaker,Office,UK,,78,12.32,28/12/2022,Customer 171 - New,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",3.2,0,FALSE,Another note: value=45.67
172,Mouse,Imaging,Canada,132.11,90,968.02,10/07/2020,Customer 172 - New,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",2.8,5,TRUE,Another note: value=45.67
173,Keyboard,Imaging,UK,2584.86,45,15.2,26/10/2022,Customer 173 - VIP,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",1.1,20,FALSE,Note with numbers 123 and text
174,Printer,Accessories,Germany,1171.15,27,112.06,05/08/2023,Customer 174 - VIP,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",3.3,0,TRUE,Special chars !@#
175,Camera,Audio,USA,3243.61,73,321.45,11/12/2020,Customer 175 - New,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",1.7,15,FALSE,Note with numbers 123 and text
176,Smartphone,Audio,Brazil,913.11,26,809.36,27/04/2023,Customer 176 - New,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",3.6,20,FALSE,Special chars !@#
177,Laptop,Audio,Canada,3470.14,47,962.48,04/04/2023,Customer 177 - VIP,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",4,5,TRUE,Note with numbers 123 and text
178,Keyboard,Imaging,Germany,1964.34,86,792.11,11/11/2020,Customer 178 - New,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",3,5,FALSE,Note with numbers 123 and text
179,Keyboard,Accessories,Brazil,4686.81,56,693.65,16/12/2020,Customer 179 - Regular,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",3.2,10,FALSE,Another note: value=45.67
180,Keyboard,Accessories,Japan,730.73,94,526.09,11/09/2023,Customer 180 - New,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",4.8,20,TRUE,Another note: value=45.67
181,Printer,Audio,India,,63,95.84,02/07/2023,Customer 181 - New,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",4.4,10,FALSE,Note with numbers 123 and text
182,Headphones,Electronics,India,611.69,48,958.59,15/01/2024,Customer 182 - Regular,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",4.7,0,FALSE,Another note: value=45.67
183,Speaker,Electronics,USA,4627.23,61,760.81,24/05/2023,Customer 183 - VIP,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",4.3,20,FALSE,Special chars !@#
184,Laptop,Electronics,India,4392.83,81,642.56,22/11/2021,Customer 184 - New,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",1.4,0,TRUE,Another note: value=45.67
185,Keyboard,Electronics,USA,1326.81,26,761.45,21/09/2024,Customer 185 - VIP,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",1.6,10,TRUE,Another note: value=45.67
186,Monitor,Office,USA,3316.92,36,726.86,28/02/2023,Customer 186 - VIP,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",3.1,20,TRUE,Special chars !@#
187,Camera,Office,China,4095.25,1,640.86,25/03/2020,Customer 187 - New,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",2,10,TRUE,Note with numbers 123 and text
188,Tablet,Accessories,India,2798.24,8,980.77,17/08/2024,Customer 188 - New,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",2.9,20,TRUE,Special chars !@#
189,Smartphone,Accessories,Japan,2671.77,99,904.33,04/11/2024,Customer 189 - VIP,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",2.6,10,TRUE,Another note: value=45.67
190,Keyboard,Audio,Japan,1247.17,52,650.2,28/02/2020,Customer 190 - New,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",3.2,5,TRUE,Empty note
191,Keyboard,Audio,Brazil,,79,696.24,15/06/2020,Customer 191 - New,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",4,10,FALSE,Empty note
192,Tablet,Office,France,4491.22,47,61.08,03/04/2020,Customer 192 - VIP,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",3.9,5,FALSE,Note with numbers 123 and text
193,Tablet,Audio,Canada,4507.07,56,673.22,06/08/2023,Customer 193 - VIP,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",3.1,10,FALSE,Special chars !@#
194,Speaker,Imaging,USA,3183.85,86,53.72,28/04/2024,Customer 194 - Regular,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",4.3,20,FALSE,Note with numbers 123 and text
195,Keyboard,Audio,Germany,1728.2,14,592.38,27/03/2023,Customer 195 - New,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",2.7,20,FALSE,Empty note
196,Camera,Audio,India,1778.59,90,999.36,26/06/2021,Customer 196 - Regular,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",4.6,20,TRUE,Special chars !@#
197,Mouse,Audio,Australia,3643.48,28,560.25,26/08/2023,Customer 197 - VIP,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",1.3,15,TRUE,Another note: value=45.67
198,Laptop,Imaging,India,4490.7,87,478.48,07/03/2021,Customer 198 - New,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",4.8,0,FALSE,Note with numbers 123 and text
199,Speaker,Office,China,4441.08,78,319.73,19/04/2024,Customer 199 - VIP,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",3.6,20,FALSE,Another note: value=45.67
200,Camera,Office,USA,3910.38,88,129.32,17/03/2023,Customer 200 - New,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",2.5,5,FALSE,Special chars !@#
201,Speaker,Audio,India,,2,733.71,03/05/2022,Customer 201 - New,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",1.8,20,FALSE,Note with numbers 123 and text
202,Speaker,Imaging,UK,466.49,26,200.67,19/06/2023,Customer 202 - Regular,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",2.9,15,FALSE,Special chars !@#
203,Camera,Imaging,Japan,850.06,14,124.13,01/08/2023,Customer 203 - VIP,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",1.8,5,TRUE,Special chars !@#
204,Smartphone,Electronics,Japan,4497.84,59,427.55,03/03/2020,Customer 204 - New,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",1.7,15,TRUE,Empty note
205,Keyboard,Electronics,Germany,3051.82,56,797.39,16/10/2022,Customer 205 - Regular,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",3.5,5,FALSE,Empty note
206,Tablet,Accessories,Germany,95.53,7,747.61,25/12/2024,Customer 206 - VIP,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",3.1,10,TRUE,Note with numbers 123 and text
207,Keyboard,Audio,Germany,552.28,3,64.33,08/07/2023,Customer 207 - Regular,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",3.7,0,FALSE,Note with numbers 123 and text
208,Laptop,Office,Germany,3334.33,23,460.59,22/01/2023,Customer 208 - VIP,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",4.7,0,FALSE,Special chars !@#
209,Monitor,Accessories,Canada,75.05,18,527.21,16/08/2021,Customer 209 - New,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",3.1,15,FALSE,Note with numbers 123 and text
210,Speaker,Electronics,Japan,846,38,648.1,07/08/2023,Customer 210 - Regular,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",3.3,0,FALSE,Note with numbers 123 and text
211,Tablet,Audio,Canada,,99,653.67,10/09/2021,Customer 211 - Regular,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",1.4,15,FALSE,Special chars !@#
212,Printer,Audio,Japan,3474.88,15,371.05,16/09/2022,Customer 212 - New,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",3.9,15,TRUE,Note with numbers 123 and text
213,Keyboard,Imaging,China,3277.21,64,565.07,16/05/2021,Customer 213 - VIP,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",2.6,15,FALSE,Note with numbers 123 and text
214,Keyboard,Office,Germany,1160.13,89,486.25,06/07/2024,Customer 214 - New,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",4.9,0,TRUE,Another note: value=45.67
215,Speaker,Office,Brazil,3575.29,28,886.15,11/07/2024,Customer 215 - Regular,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",4.3,15,TRUE,Empty note
216,Speaker,Electronics,India,1224.38,74,534.96,03/11/2023,Customer 216 - New,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",3.1,0,TRUE,Special chars !@#
217,Mouse,Electronics,India,1660.73,39,446.62,11/04/2022,Customer 217 - Regular,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",1.5,15,FALSE,Note with numbers 123 and text
218,Printer,Office,UK,3745.13,57,410.44,01/09/2021,Customer 218 - New,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",4.4,20,FALSE,Empty note
219,Smartphone,Accessories,Canada,3265.68,17,576.7,17/07/2022,Customer 219 - VIP,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",4.2,15,FALSE,Special chars !@#
220,Tablet,Accessories,Canada,4253.66,86,805.94,29/05/2020,Customer 220 - Regular,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",1.7,5,TRUE,Note with numbers 123 and text
221,Speaker,Electronics,Australia,,90,543.02,11/11/2023,Customer 221 - Regular,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",2.2,15,TRUE,Special chars !@#
222,Mouse,Imaging,Brazil,2863.13,44,665.04,02/05/2020,Customer 222 - VIP,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",4.2,10,TRUE,Note with numbers 123 and text
223,Mouse,Imaging,Australia,513.69,25,740.48,19/11/2020,Customer 223 - New,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",1.7,15,FALSE,Empty note
224,Printer,Office,Canada,1870.19,17,524.97,19/06/2022,Customer 224 - VIP,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",4.7,5,FALSE,Special chars !@#
225,Laptop,Imaging,Brazil,1362.75,13,432.55,01/05/2022,Customer 225 - New,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",2.7,5,TRUE,Note with numbers 123 and text
226,Mouse,Imaging,France,1257.75,84,877.9,18/09/2022,Customer 226 - VIP,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",1.3,0,FALSE,Special chars !@#
227,Mouse,Audio,Brazil,4866.4,25,423.33,09/08/2022,Customer 227 - VIP,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",4.3,20,TRUE,Special chars !@#
228,Camera,Accessories,Brazil,1995.83,68,467.32,21/02/2021,Customer 228 - Regular,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",2.5,15,TRUE,Note with numbers 123 and text
229,Smartphone,Electronics,France,4465.63,10,990.44,27/11/2021,Customer 229 - Regular,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",3.1,0,FALSE,Special chars !@#
230,Speaker,Audio,China,3174.14,67,10.24,27/05/2023,Customer 230 - New,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",1.4,20,TRUE,Note with numbers 123 and text
231,Laptop,Office,Japan,,18,193.62,21/10/2020,Customer 231 - VIP,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",1,15,FALSE,Special chars !@#
232,Smartphone,Audio,Australia,2538.05,86,390.12,02/10/2021,Customer 232 - New,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",3.6,10,FALSE,Another note: value=45.67
233,Mouse,Imaging,Australia,2905.67,34,933.26,30/10/2024,Customer 233 - VIP,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",3.1,15,TRUE,Empty note
234,Headphones,Electronics,India,2487.96,8,79.33,11/01/2024,Customer 234 - VIP,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",3.4,5,TRUE,Another note: value=45.67
235,Tablet,Office,Australia,1016.45,40,19.39,15/10/2021,Customer 235 - Regular,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",4.2,5,FALSE,Another note: value=45.67
236,Smartphone,Audio,Canada,3626.14,83,62.16,12/02/2024,Customer 236 - VIP,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",3.6,10,FALSE,Another note: value=45.67
237,Camera,Office,USA,1439.82,42,97.66,28/10/2024,Customer 237 - Regular,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",1.7,0,TRUE,Another note: value=45.67
238,Tablet,Electronics,France,170.36,41,47.22,08/12/2021,Customer 238 - Regular,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",2.4,20,TRUE,Special chars !@#
239,Mouse,Accessories,Germany,3245.09,6,484.98,27/03/2022,Customer 239 - VIP,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",4.6,15,FALSE,Another note: value=45.67
240,Headphones,Accessories,UK,926.7,52,584.95,24/09/2020,Customer 240 - VIP,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",4.1,5,TRUE,Another note: value=45.67
241,Keyboard,Audio,USA,,26,278.97,06/04/2024,Customer 241 - New,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",3.2,0,TRUE,Note with numbers 123 and text
242,Mouse,Imaging,Japan,4771.95,64,404.3,28/01/2022,Customer 242 - New,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",2,10,TRUE,Empty note
243,Mouse,Accessories,Germany,4578.58,98,100.78,20/11/2022,Customer 243 - New,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",2.2,5,FALSE,Empty note
244,Speaker,Audio,France,1882.29,59,343.01,24/02/2023,Customer 244 - Regular,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",3.9,10,TRUE,Empty note
245,Tablet,Accessories,USA,126.51,56,527.29,05/08/2020,Customer 245 - Regular,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",4.4,15,TRUE,Another note: value=45.67
246,Printer,Imaging,India,4645.18,59,734.95,15/10/2021,Customer 246 - Regular,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",3.7,20,TRUE,Special chars !@#
247,Tablet,Imaging,USA,2169.51,70,13.31,10/05/2021,Customer 247 - Regular,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",4.2,5,FALSE,Another note: value=45.67
248,Monitor,Office,India,4834.94,33,472.64,13/08/2022,Customer 248 - Regular,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",4.1,5,FALSE,Note with numbers 123 and text
249,Headphones,Office,India,4819.92,53,304.03,07/09/2020,Customer 249 - Regular,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",1.6,15,FALSE,Another note: value=45.67
250,Tablet,Accessories,Australia,4272.4,22,854.29,01/07/2021,Customer 250 - VIP,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",2.7,0,FALSE,Another note: value=45.67
251,Monitor,Accessories,Japan,,21,718.4,09/07/2022,Customer 251 - New,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",1.6,20,FALSE,Empty note
252,Printer,Imaging,France,1956.23,70,593.22,22/05/2021,Customer 252 - New,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",1.9,5,TRUE,Special chars !@#
253,Laptop,Office,Japan,4263.13,70,284.49,15/10/2020,Customer 253 - New,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",4.5,20,TRUE,Note with numbers 123 and text
254,Keyboard,Office,Brazil,1618.76,4,911.24,17/07/2020,Customer 254 - VIP,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",2.9,5,TRUE,Special chars !@#
255,Speaker,Imaging,India,888.99,94,54.65,13/04/2020,Customer 255 - New,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",3.1,20,FALSE,Empty note
256,Speaker,Audio,France,2806.17,75,118.37,17/08/2021,Customer 256 - Regular,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",1.7,10,FALSE,Note with numbers 123 and text
257,Laptop,Office,India,4683.97,62,397.71,25/02/2022,Customer 257 - VIP,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",2.2,5,TRUE,Another note: value=45.67
258,Tablet,Office,Australia,3495.35,62,133.19,04/11/2024,Customer 258 - VIP,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",1.9,20,FALSE,Empty note
259,Tablet,Electronics,Germany,2871.8,94,956.85,14/06/2023,Customer 259 - New,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",1.8,0,TRUE,Another note: value=45.67
260,Speaker,Accessories,France,531.02,95,800.01,06/05/2022,Customer 260 - Regular,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",3.6,10,FALSE,Special chars !@#
261,Camera,Audio,Canada,,24,266.39,23/05/2021,Customer 261 - New,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",2,10,FALSE,Another note: value=45.67
262,Camera,Audio,USA,4950.77,55,592.67,07/11/2024,Customer 262 - VIP,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",3.5,0,TRUE,Empty note
263,Monitor,Audio,Canada,743.42,9,982.51,23/11/2020,Customer 263 - New,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",1.2,20,TRUE,Another note: value=45.67
264,Smartphone,Accessories,India,2615.73,3,885.36,24/07/2024,Customer 264 - VIP,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",1.6,15,TRUE,Another note: value=45.67
265,Camera,Office,Germany,4393,31,604.79,01/11/2021,Customer 265 - VIP,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",2.1,0,TRUE,Note with numbers 123 and text
266,Printer,Imaging,Brazil,3716.8,40,904.69,29/03/2023,Customer 266 - VIP,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",3.4,20,TRUE,Empty note
267,Headphones,Office,Japan,3500.23,36,989.29,16/01/2024,Customer 267 - Regular,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",3.7,0,FALSE,Note with numbers 123 and text
268,Speaker,Audio,Canada,3527.3,24,745.92,02/10/2021,Customer 268 - Regular,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",2.8,0,FALSE,Special chars !@#
269,Headphones,Electronics,UK,1829.48,95,74.34,23/01/2021,Customer 269 - New,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",2.8,5,FALSE,Another note: value=45.67
270,Laptop,Imaging,France,1503.28,6,407.56,11/04/2024,Customer 270 - New,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",3.9,20,FALSE,Special chars !@#
271,Camera,Audio,France,,66,839.45,22/11/2020,Customer 271 - New,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",1.1,15,FALSE,Another note: value=45.67
272,Tablet,Accessories,Japan,4060.06,84,238.26,17/10/2022,Customer 272 - Regular,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",2.4,5,TRUE,Another note: value=45.67
273,Headphones,Electronics,Canada,4342.01,92,832.34,20/11/2022,Customer 273 - New,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",4.3,0,TRUE,Empty note
274,Speaker,Office,Germany,4570.54,75,129.14,14/08/2022,Customer 274 - Regular,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",3.4,0,TRUE,Note with numbers 123 and text
275,Smartphone,Office,UK,2581.14,4,56.48,18/10/2022,Customer 275 - VIP,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",2.3,0,FALSE,Note with numbers 123 and text
276,Smartphone,Electronics,France,2532.51,79,390.25,05/12/2024,Customer 276 - VIP,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",4.6,20,TRUE,Note with numbers 123 and text
277,Smartphone,Imaging,Germany,4001.56,6,46.36,23/09/2021,Customer 277 - Regular,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",4.1,20,FALSE,Note with numbers 123 and text
278,Mouse,Imaging,Japan,3267.32,94,957.7,15/10/2022,Customer 278 - Regular,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",2.1,5,TRUE,Empty note
279,Tablet,Office,Brazil,3524.74,51,827.94,17/02/2020,Customer 279 - VIP,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",3.6,15,TRUE,Special chars !@#
280,Headphones,Electronics,Australia,3989.17,62,802.76,03/07/2020,Customer 280 - Regular,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",3.4,5,TRUE,Empty note
281,Printer,Imaging,USA,,57,633.48,16/03/2022,Customer 281 - VIP,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",2.6,10,TRUE,Special chars !@#
282,Tablet,Office,USA,1723.08,66,224.16,01/11/2022,Customer 282 - New,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",2.5,0,TRUE,Special chars !@#
283,Headphones,Audio,Australia,1909.14,79,523.08,25/07/2022,Customer 283 - VIP,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",2.4,0,TRUE,Empty note
284,Tablet,Office,UK,515.21,75,601.3,08/05/2021,Customer 284 - VIP,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",3.5,0,TRUE,Special chars !@#
285,Keyboard,Accessories,Brazil,2912.49,8,529.78,16/03/2021,Customer 285 - New,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",2.8,5,FALSE,Another note: value=45.67
286,Speaker,Imaging,Australia,227.91,26,267.63,09/04/2023,Customer 286 - Regular,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",4.3,5,FALSE,Special chars !@#
287,Camera,Imaging,China,2354.71,51,520.1,23/12/2021,Customer 287 - New,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",3.7,0,FALSE,Special chars !@#
288,Laptop,Accessories,India,2736.09,45,496.27,09/04/2020,Customer 288 - VIP,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",1.3,5,FALSE,Note with numbers 123 and text
289,Keyboard,Office,Germany,1468.38,44,996.37,13/04/2020,Customer 289 - VIP,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",3.6,20,FALSE,Note with numbers 123 and text
290,Tablet,Accessories,Japan,2974.62,5,898.46,30/07/2021,Customer 290 - VIP,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",2.1,20,TRUE,Another note: value=45.67
291,Laptop,Imaging,Canada,,70,468.75,10/10/2022,Customer 291 - VIP,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",3.4,5,TRUE,Empty note
292,Printer,Office,Germany,234.87,26,626.71,08/05/2023,Customer 292 - VIP,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",3.7,0,TRUE,Another note: value=45.67
293,Headphones,Imaging,China,4121.87,68,750.39,12/12/2024,Customer 293 - New,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",1.9,5,TRUE,Empty note
294,Tablet,Imaging,Australia,1832.94,19,44.52,22/09/2024,Customer 294 - VIP,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",2.8,5,TRUE,Empty note
295,Printer,Accessories,Germany,678.95,84,895.97,01/09/2023,Customer 295 - Regular,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",1.8,5,TRUE,Another note: value=45.67
296,Mouse,Audio,Japan,2635.1,97,861.53,09/10/2023,Customer 296 - New,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",1.2,10,FALSE,Empty note
297,Keyboard,Office,China,3861.47,20,462.86,21/08/2022,Customer 297 - New,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",2.5,20,FALSE,Note with numbers 123 and text
298,Laptop,Imaging,Germany,1118.31,12,397.26,08/08/2021,Customer 298 - New,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",2.5,15,TRUE,Special chars !@#
299,Laptop,Office,Germany,3133.31,47,280.23,04/01/2023,Customer 299 - VIP,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",5,15,TRUE,Special chars !@#
300,Camera,Imaging,Brazil,472.47,1,481.91,17/01/2020,Customer 300 - VIP,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",2.8,10,FALSE,Special chars !@#
301,Speaker,Accessories,India,,90,53.93,01/10/2024,Customer 301 - New,"This is a product description with some text to split and manipulate. Delimiter:comma,another;part",2.3,5,FALSE,Special chars !@#
